chr	start	end	enhancer	ATAC_ESC	ATAC_EpiLC	ATAC_EpiSC	H3K4me1_ESC	H3K4me1_EpiLC	H3K4me1_EpiSC	H3K4me2_ESC	H3K4me2_EpiLC	H3K4me2_EpiSC	H3K4me3_ESC	H3K4me3_EpiLC	H3K4me3_EpiSC	H3K9me2_ESC	H3K9me2_EpiLC	H3K9me2_EpiSC	H3K9me3_ESC	H3K9me3_EpiLC	H3K9me3_EpiSC	H3K27me2_ESC	H3K27me2_EpiLC	H3K27me2_EpiSC	H3K27me3_ESC	H3K27me3_EpiLC	H3K27me3_EpiSC	mCpG_ESC	mCpG_EpiLC	mCpG_EpiSC	H3K27ac_ESC	H3K27ac_EpiLC	H3K27ac_EpiSC
chr1	136565235	136571848	PGCLC_enhancer	6.7	4.0383	4.80465	8.5535	6.2555	6.9485	8.8305	3.72435	3.9264	6.4145	1.21035	1.071	0.3795	0.77795	0.87015	0.4109	0.2151	1.04185	0.53925	0.98515	1.32425	0.1082	0.8966	0.8436	25.9175	79.625	81.71	26.1845	4.433	4.5005
chr7	107234674	107239021	PGCLC_enhancer	3.3415	2.6305	2.866	9.399	4.047	4.2895	3.9855	1.4455	2.2225	0.9602	1.03615	0.72005	0.3112	0.68435	0.90775	0.2904	0.5867	1.0797	1.1126	1.3895	1.4115	0.46195	0.51355	0.6689	15.1095	71.96	90.035	10.572	2.552	3.4415
chr15	8829939	8835341	PGCLC_enhancer	8.54	1.2723	1.40425	10.185	2.2855	2.073	10.505	0.7528	1.5375	3.5395	0.3134	0.209	0.23335	0.7655	0.85445	0.89135	0.4549	0.99375	0.100335	0.451	0.56045	0.1454	0.208405	0.71825	8.5395	76.425	88.49	33.735	0.6566	1.3595
chr12	111659878	111668338	PGCLC_enhancer	10.9165	4.435	5.25545	8.005	5.362	6.7815	8.3315	3.508	4.514	4.47	0.9314	1.4307	0.4771	0.52215	1.11355	2.2974	1.31245	0.89065	0.238285	0.33205	0.42715	0.2232	0.173005	0.4398	10.065	58.23	82.255	31.085	10.89	10.998
chr1	86184924	86190107	PGCLC_enhancer	9.122	3.116	3.388	11.985	1.28785	1.0721	8.529	0.66695	0.40425	3.925	0.10445	0.4458	0.20275	0.32325	0.41875	0.3073	0.27295	0.31775	0.27465	0.2463	0.0944	0.2604	0.08495	0.24385	6.9	81.145	96.61	13.67	1.2878	1.0311
chr6	122711567	122717799	PGCLC_enhancer	14.1195	14.99	5.3305	7.05	5.862	2.9735	10.796	5.2715	1.9605	4.04	1.538	0.87695	0.24845	0.54375	0.64155	0.37255	0.6424	0.9166	0.37935	0.56295	0.3581	0.4701	0.3854	0.31895	17.27	55.92	96.27	7.0755	6.7275	2.6845
chr7	3164231	3165203	PGCLC_enhancer	11.283	3.5805	6.338	13.745	5.2925	9.8165	11.758	2.2125	7.401	5.2855	0.88795	1.34105	0.3083	0.7613	0.68125	0.34965	0.182	0.31455	0.37935	0.95985	0.77575	0.47345	0.2249	0.77645	11.7166	68.96	87.41	36.44	3.3985	5.695
chr2	163030321	163033958	PGCLC_enhancer	21.906	5.3795	2.561	15.535	5.91	2.9415	10.0495	2.919	0.9004	3.1805	0.77485	0.41795	0.27815	1.5685	1.279	0.56785	1.081	1.4325	0.2916	1.7115	1.8025	0.35845	0.7196	0.9464	0.9257	47.265	92.615	41.795	3.1145	1.4925
chr12	84026963	84031395	PGCLC_enhancer	3.503	3.33	1.72975	5.4365	1.4825	1.2385	2.177	0.81355	0.7375	0.9217	0.21415	0.6095	0.3041	0.7742	1.008	0.24405	0.7462	2.0265	2.1965	1.6265	1.1085	1.6225	1.2672	0.73815	27.865	87.08	90.69	3.3455	2.6875	1.73
chr2	163072871	163077344	PGCLC_enhancer	12.6365	5.534	3.549	15.59	10.903	5.264	18.505	5.5705	2.121	8.23	0.7837	0.3248	0.25975	0.90175	0.84505	0.43085	0.38875	0.41195	0.3386	0.9914	1.492	0.3314	0.4664	0.7823	1.5555	57.355	91.21	38.695	5.485	1.439
chr18	65586937	65589052	PGCLC_enhancer	22.207	7.327	4.273	11.55	6.7405	3.6445	20.09	5.928	2.30505	9.2395	1.38145	0.67915	0.5587	1.80045	1.11625	0.3392	0.34576	0.8216	0.5982	1.9455	2.115	0.257015	0.6315	1.01075	4.1105	76.53	88.84	43.325	3.648	2.223
chr17	53558471	53562970	PGCLC_enhancer	11.281	3.442	2.3155	15.885	4.8275	4.755	11.97	1.618	1.36	5.6155	0.5659	0.5224	0.2334	0.68645	0.8406	0.22165	0.3612	0.5305	0.27275	0.31025	0.48675	0.3348	0.1691	0.4015	12.0965	81.75	97.565	16.73	5.485	2.708
chr15	25779086	25791326	PGCLC_enhancer	2.39365	2.1162	2.72675	4.3505	2.62765	3.7565	2.9356	1.4975	3.723	1.08665	0.3169	0.5538	0.63835	0.8354	1.09745	0.1569	0.5376	0.93695	1.806	1.3345	1.2043	0.40985	0.6654	0.63645	35.01	68.08	86.32	2.543	1.562	4.7525
chr2	29139785	29144265	PGCLC_enhancer	13.443	16.427	11.304	11.27	10.1215	10.131	12.2	16.23	17.21	7.5605	5.8235	5.338	0.17635	0.066565	0.35905	0.24655	0.35455	0.4416	1.07465	0.141375	0.2779	0.3679	0.29885	0.162065	1.7965	22.72	30.51	26.8	32.64	26.535
chr6	143148313	143148581	PGCLC_enhancer	11.9995	5.886	4.5485	12.7905	6.8705	7.656	12.4015	2.9875	3.947	5.234	0.52935	0.8707	0.5398	1.23625	1.3775	0.35215	0.5128	0.67155	0.17241	0.9191	1.1505	0.2604	0.6276	0.9002	16.18	70.635	86.64	24.175	4.485	4.4745
chr10	62903118	62903519	PGCLC_enhancer	14.76	9.226	9.2665	14.1025	10.3815	6.637	15.18	11.045	8.5245	6.543	5.011	2.2795	0.2593	0.49715	0.76135	0.27595	0.35955	0.587	0.80945	2.6975	2.611	0.2861	3.8705	4.3675	2.401	68.58	61.375	24.065	4.324	2.4435
chr15	8696387	8702787	PGCLC_enhancer	5.1095	3.33935	3.31325	6.6745	2.8058	3.8567	3.798	1.3294	1.59065	2.365	0.32125	0.45625	0.4856	1.1905	0.94015	1.74105	0.9839	2.527	0.50475	1.0345	0.83305	0.2942	0.3901	0.190065	20.135	78.425	88.94	9.176	2.3265	1.5523
chr9	53794510	53799555	PGCLC_enhancer	16.687	3.001	1.50945	10.4845	2.8325	1.5375	13.28	0.99315	0.70015	6.0705	0.4588	0.2525	0.52895	1.227	1.4375	0.5713	0.6755	1.2695	0.34175	0.7747	0.9998	0.4058	0.5977	0.4862	3.5642	82.975	97.97	42.19	1.5455	1.3745
chr4	133596684	133598168	PGCLC_enhancer	9.559	5.9745	1.9438	7.117	2.9935	1.1675	14.295	5.8705	0.6352	9.9785	2.98	0.05225	0.36065	1.25525	0.66585	0.42835	1.05345	1.02865	0.169285	0.57895	1.03225	0.16235	0.5191	1.0017	9.642	68.19	92.035	15.065	5.375	0.8601
chr1	10876384	10880670	PGCLC_enhancer	28.449	8.9995	5.4165	10.98	11.925	4.6295	17.29	7.0935	5.847	10.904	1.611	1.3725	0.2051	0.71435	0.517	0.24355	0.40195	1.07925	0.1944	0.2431	0.36635	0.3652	0.2839	0.6011	0	80.86	87.73	44.345	12.875	8.148
chr5	110414610	110419651	PGCLC_enhancer	2.10885	2.04265	1.69275	8.0355	3.126	2.309	3.1595	1.02485	0.69825	1.1564	0.4353	0.5311	0.44035	0.83395	1.24995	0.59075	0.4136	0.6344	0.88665	1.495	1.207	0.21715	0.4255	0.69395	36.28	79.375	97.305	7.14	1.521	1.593
chr15	81719792	81724586	PGCLC_enhancer	9.007	5.942	3.2055	12.42	4.5125	2.611	17.625	3.3535	0.5819	10.275	1.08845	0.31345	0.1273	0.58035	0.7225	0.32125	0.35565	0.39635	0.2784	0.34165	0.4065	0.36925	0.3028	0.32415	2.608	88.02	89	8.416	3.434	3.0675
chr15	55137856	55146770	PGCLC_enhancer	13.476	5.4475	4.684	13.34	6.284	6.482	9.9895	1.30075	3.175	3.397	0.63295	0.6269	0.25835	1.0433	0.85965	0.42185	0.5404	0.6317	0.3367	0.45105	0.413	0.30975	0.173	0.5267	15.385	80.635	93.57	15.995	9.693	5.196
chr8	116947392	116951591	PGCLC_enhancer	13.337	6.3465	4.26185	11.875	8.328	7.555	16.675	4.0805	2.7055	9.4305	0.9812	0.54855	0.10135	0.52	0.6698	0.4722	0.57075	0.4658	0.2119	0.38065	0.32625	0.2942	0.255605	0.31675	2.143345	66.71	92.065	32.695	16.43	8.086
chr10	95217686	95223726	PGCLC_enhancer	10.552	4.7375	5.8725	17.445	7.45	11.18	10.719	3.2865	5.818	3.6675	0.8182	1.1415	0.2692	0.6519	1.0555	0.35615	0.7194	0.5574	1.6475	2.346	1.8795	0.7054	1.776	0.7742	19.2085	76.375	88.545	14.4445	2.29	6.752
chr9	108300869	108301948	PGCLC_enhancer	15.3335	3.6	2.82395	12.82	1.6985	2.5685	11.115	0.81885	1.2065	7.5065	0.48845	0.4179	0.2965	0.63155	0.42625	0.4906	0.22555	0.55735	0.2251	0.204735	0.42185	0.3348	0.3421	0.40145	11.443	83.61	98.165	25.6	1.25425	1.6865
chr2	154462898	154469583	PGCLC_enhancer	4.1624	4.1084	3.49885	6.103	4.45455	4.515	4.4523	3.52495	3.157	1.66835	1.257305	0.76625	0.76425	0.8217	1.25345	4.505	1.4695	3.3395	0.44145	0.483	0.643	0.257	0.37755	0.55615	30.236	55.185	73.375	10.0475	3.10765	5.2295
chr1	136726278	136729947	PGCLC_enhancer	12.204	1.5588	1.66895	10.52	0.91975	1.4809	5.7365	0.30775	1.2236	1.3353	0.4649	0.6182	0.7067	1.2915	1.701	0.4473	0.477	0.9452	1.2937	1.7375	2.01	0.41055	1.304	1.233	3.6265	74.625	96.92	26.73	0.7554	1.302
chr11	4859807	4864399	PGCLC_enhancer	2.05445	1.67405	1.1218	5.7225	0.79445	0.92505	2.367	0.65385	0.3675	1.1913	0.30905	0.3396	0.4502	1.0152	1.1435	0.30135	0.47145	0.5412	3.2575	1.516	1.3365	1.5725	1.42365	0.52305	27.8	86.005	94.46	2.311	0.8716	1.08185
chr4	133820419	133823024	PGCLC_enhancer	17.116	5.26	3.549	8.509	2.0895	3.0505	10.3135	1.202	2.0075	5.003	0.52235	0.6565	0.5846	0.8891	1.19925	3.20625	3.204	5.968	0.4245	1.0664	0.95505	0.25835	0.4499	0.90465	6.96	62.775	85.21	35.55	1.943	2.4235
chr10	63346477	63349852	PGCLC_enhancer	19.6795	12.9155	5.1426	11.062	5.253	2.6315	9.989	4.7515	1.92995	4.646	1.95365	0.78375	0.1815	0.59825	0.78175	0.5728	2.486	7.9985	0.70405	0.76835	0.49145	0.6953	5.7675	0.5562	4.211	68.275	89.435	18.98	2.297	4.1585
chr8	45232039	45236663	PGCLC_enhancer	5.4445	2.717	1.1748	9.828	2.5505	1.3865	6.0775	0.7588	0.88065	2.407	0.26035	0.40835	0.3866	0.72265	0.9646	0.32425	1.352	1.842	0.71485	0.4421	0.9706	0.5147	0.4247	0.55245	9.8655	79.605	93.3	18.52	2.9005	1.605
chr10	88512409	88515996	PGCLC_enhancer	10.3605	6.3215	3.8535	16.02	7.6055	5.1885	14.67	3.1025	3.4465	8.0355	0.6007	0.57465	0.16265	0.4493	0.64705	0.27145	0.27295	0.3883	0.58315	0.419	0.446	0.4464	0.212355	0.28365	1.954	74.825	84.235	15.735	6.599	3.656
chr16	16824704	16825313	PGCLC_enhancer	9.961	5.5365	3.302	11.416	6.532	2.6005	6.433	2.7405	1.2129	2.234	0.6181	0.2612	0.3088	0.74675	0.6168	0.6824	0.84365	0.8778	0.2728	0.547	1.0914	0.1522	0.094355	0.5267	5.9085	58.205	75.12	23.8	3.0505	1.593
chr11	66919087	66924192	PGCLC_enhancer	25.7245	11.7165	12.235	9.381	7.195	7.7255	18.245	13.7985	9.965	9.2715	5.35975	3.5165	0.27015	0.47345	0.759	0.4358	0.31265	0.50085	0.1775	1.348	1.3045	0.4092	1.10245	1.37115	0.90334	40.235	64.795	34.69	5.3045	3.8385
chr7	27490909	27493205	PGCLC_enhancer	16.8645	15.736	17.1305	6.562	5.694	6.0215	17.752	17.623	20.78	13.0315	10.647	17.349	0.2004	0.53915	1.0694	0.27145	0.41355	0.7044	0.6245	0.66405	0.961	0.1454	0.32955	0.8456	1.406645	24.03	23.75	21.67	23.985	11.6795
chr12	76537559	76542183	PGCLC_enhancer	12.9855	11.2845	10.0705	6.156	5.5995	6.0775	13.905	10.6145	7.14	10.916	6.92	3.9008	0.2027	0.4851	0.75625	0.71975	1.017	0.6409	0.83215	0.8642	0.9435	0.43695	0.76205	0.36095	12.2965	44.21	70.515	11.6035	9.5685	7.098
chr10	95299981	95304798	PGCLC_enhancer	16.996	14.6955	16.178	4.642	5.891	5.185	6.2955	9.0205	10.925	2.1815	4.492	3.6135	0.2687	0.3515	0.5441	0.35365	0.30605	0.72165	0.9719	1.0845	1.286	1.5625	2.4654	3.0792	0.99	28.24	34.035	7.499	9.936	6.659
chr4	136315267	136319498	PGCLC_enhancer	4.71145	4.8225	6.6079	11.3785	9.546	6.9365	9.2275	9.158	11.79	3.99085	2.07395	5.0715	0.28525	0.3869	0.50995	0.673	0.9632	3.285	1.37	1.851	2.1035	0.6662	1.29	1.838	28.6735	70.765	58.29	14.838	12.95	13.55
chr18	65607833	65618110	PGCLC_enhancer	16.0665	7.29	4.79	8.1645	8.24	6.5805	10.179	4.7085	3.1485	4.538	0.77485	0.7749	0.7543	0.8362	1.08995	5.3645	2.5475	2.4745	0.2414	0.7581	1.87	0.2976	0.4719	1.07915	2.274	54.755	92.805	36.735	11.5855	3.407
chr6	67144319	67149397	PGCLC_enhancer	2.4633	1.31175	1.30635	6.6875	2.187	2.0955	2.6225	1.0847	2.24	1.46045	0.3169	0.41795	0.231	0.64695	0.6097	0.381	0.6893	1.9915	0.5192	1.09835	1.0108	0.42135	3.886	0.80295	17.5745	78.95	84.855	11.951	0.72845	4.113
chr16	16365937	16368885	PGCLC_enhancer	10.2715	4.846	9.135	14.865	8.2745	9.358	14.23	6.4585	11.391	5.3005	1.6805	2.386	0.1815	0.65525	0.59515	0.30635	3.325	2.1704	0.2414	0.28145	0.28615	0.2604	0.27135	0.4383	6.479	65.425	74.76	21.83	14.35	15.75
chrX	58037497	58043449	PGCLC_enhancer	14.6135	4.027	2.7065	14.7	5.115	2.495	10.6915	1.6905	1.01685	3.3865	0.5093	0.3526	0.33475	0.6032	0.62855	0.21416	0.3033	0.4147	0.23825	0.2783	0.67845	0.28745	0.3028	0.52305	5.8605	80.13	87.75	24.695	3.6025	1.8315
chr5	110845371	110848940	PGCLC_enhancer	11.1155	3.51145	1.91975	10.509	3.7435	2.7965	14.605	2.211	1.4374	6.5935	0.9073	0.7584	0.40545	0.67685	1.2535	0.646	0.81885	1.12155	0.42955	1.7785	1.562	0.65945	1.8315	1.16395	3.3455	66.355	87.45	29.345	1.2551	1.1376
chr4	135530425	135534022	PGCLC_enhancer	18.4275	12.071	9.185	19.575	15.105	11.588	13.95	9.9685	7.317	4.7155	2.013	1.20245	0.23525	0.81455	1.04655	0.3536	0.4505	0.3576	0.7796	2.1845	1.947	0.28205	0.9634	0.64455	5.6744	69.69	61.83	23.595	7.26	4.5455
chr7	25082827	25088198	PGCLC_enhancer	3.9845	1.46765	1.39875	7.5265	0.43115	0.71	5.5245	0.198115	0.25115	1.7505	0.2612	0.2734	0.41015	1.219	1.4825	0.71025	0.4555	0.4389	0.126027	1.27135	1.398	0.219815	0.16515	0.62985	34.56	86.43	82.39	5.0195	1.188	0.6881
chr13	97075642	97078400	PGCLC_enhancer	11.705	2.7807	2.22365	14.805	4.8785	4.1555	15.825	1.84175	1.2655	8.6185	0.35695	0.57465	0.54455	1.0721	1.2315	0.4383	0.3005	0.48735	0.36365	1.11305	0.8804	0.29555	0.4939	0.5009	2.23	80.59	93.535	27.165	1.886	1.5945
chr8	107517656	107521456	PGCLC_enhancer	14.4625	10.3115	13.8455	8.739	3.935	4.2625	19.33	19.855	20.6	10.79	17.53	20.65	0.07778	0.29955	0.5009	0.29885	0.38325	0.59775	0.9027	1.308	1.02675	0.2198	3.3545	1.3884	4.439	33.565	25.59	22.665	3.6115	9.812
chrX	151040142	151042149	PGCLC_enhancer	18.2965	9.7485	7.653	9.7935	9.596	6.2725	11.1785	6.2115	7.4195	3.846	2.3743	1.654	0.23103	0.5492	0.7256	0.2829	0.4428	1.4384	0.343	0.3519	0.6342	0.186	0.36575	0.5282	2.4345	45.165	67.985	32.375	13.6545	12.513
chr16	22515479	22519877	PGCLC_enhancer	8.02725	2.4842	1.297	4.8775	1.0291	1.26175	5.613	0.502	0.606625	2.80775	0.3047	0.20465	0.1556	0.69895	0.7641	0.13695	0.333585	0.5897	0.2759	0.5022	0.354	0.0744	0.29495	0.12155	8.81935	87.845	91.3	18.586	1.44365	1.29565
chr14	52045091	52049315	PGCLC_enhancer	7.088	4.38035	4.9815	12.376	2.784	8.4865	5.3025	1.044	2.4685	2.1125	0.46055	0.36655	0.37435	0.5425	0.69065	0.2909	0.4246	0.66295	0.68035	0.943	0.86445	0.5208	0.29885	0.71455	23.184	83.45	83.29	7.4665	2.2085	3.7375
chr8	11641281	11641977	PGCLC_enhancer	12.4315	10.7875	13.2325	10.975	10.6735	9.761	10.21	9.8255	10.3945	5.319	4.24165	6.627	0.2829	0.55625	0.8778	0.37555	0.44775	1.0441	1.45925	0.8444	0.54335	0.3057	0.45385	0.2556	4.4924	43.56	44.3935	8.4065	13.2145	12.226
chr2	164814088	164818685	PGCLC_enhancer	14.815	8.2895	8.356	14.925	8.0975	5.7815	9.361	5.3155	4.759	2.7815	1.41045	1.13605	0.2711	0.65525	0.8643	0.7373	0.9897	1.57	1.31355	1.2315	0.85245	0.2232	0.34605	0.43835	8.896	60.92	76.005	22.665	13.2655	9.837
chr4	116779430	116783933	PGCLC_enhancer	11.3715	8.3585	9.4275	12.22	13.825	13.01	17.09	10.6475	11.7595	5.9175	1.73535	2.464	0.2315	0.66325	0.7543	0.1644	0.3954	0.6721	0.3386	1.0225	1.347	0.56545	0.8675	0.481	3.20365	31.38	60.01	19.255	14.245	10.3005
chr4	133606168	133608863	PGCLC_enhancer	8.5435	4.25735	2.25935	7.9075	3.8375	1.6735	5.765	1.84555	0.59105	1.892	0.36565	0.5137	0.4856	1.0297	0.95265	0.7946	2.2165	3.7885	0.41385	0.66535	0.8495	0.25365	0.53875	0.38305	25.2505	69.84	91.89	13.345	8.949	3.474
chr11	62427478	62432655	PGCLC_enhancer	9.593	13.048	10.2615	16.595	21.9	20.91	13.0985	13.605	9.441	6.38	3.8185	1.79	0.273	0.61865	0.7822	0.4906	0.4395	0.5154	3.151	2.5195	1.3365	6.741	2.384	0.6387	3.7005	40.14	67.535	6.2615	8.3335	12.3335
chr18	84939157	84946812	PGCLC_enhancer	6.2265	5.562	7.495	9.0545	13.9165	14.27	12.02	7.027	9.3505	7.6345	1.12815	2.708	0.7767	1.10555	1.11415	0.652	0.5971	0.9408	0.9179	1.14515	0.5799	0.6491	0.9361	0.60035	8.751	51.61	70.205	11.354	20.301	22.8
chr7	27361419	27361466	PGCLC_enhancer	5.87	3.265	2.57115	14.6	5.6255	5.3995	8.525	2.25715	2.388	2.0815	0.3134	0.56595	0.63835	1.0148	1.10825	0.24655	0.32645	0.93535	0.56745	1.579	1.07565	0.33275	1.07355	0.6372	2.6665	64.985	85.475	15.095	2.224	3.84
chr16	22503796	22507300	PGCLC_enhancer	8.6915	6.56755	4.723	14.51	6.9215	5.8755	7.8185	4.0745	3.8125	2.581	0.8585	0.77495	0.463	0.7441	1.14	0.32625	0.34186	0.8132	0.4452	1.00935	1.2895	0.3382	0.62055	0.6239	5.268	74.18	79.26	16.725	3.778	2.8835
chr13	52251332	52253577	PGCLC_enhancer	4.78965	3.98755	6.1605	9.139	7.1665	7.423	5.789	4.00175	3.871	2.1555	0.7052	0.7923	0.41725	0.9068	1.1845	0.32875	0.39975	0.49275	1.229	1.8585	1.466	0.6662	0.9121	0.50095	8.537	78.185	91.865	8.2215	4.66	3.5625
chr6	124745374	124746613	PGCLC_enhancer	10.3185	2.7185	6.2085	15.5	2	10.673	11.47	1.2455	2.8335	5.1375	0.6617	0.52245	0.44975	1.167	0.81545	0.3835	0.57125	0.6543	0.9717	0.81825	0.9551	0.2976	0.2989	0.29395	7.0895	76.505	77.02	10.66	1.612	2.4375
chr14	21484564	21487428	PGCLC_enhancer	16.964	8.8525	4.484	8.002	8.9	2.4965	9.317	4.869	2.6785	2.59	0.84715	0.41795	0.40545	0.67065	0.8034	0.40245	0.50455	0.5547	0.43015	0.53355	0.7504	0.1116	0.28865	0.6446	1.37105	48.415	78.965	32.83	16.63	2.409
chr12	76883278	76887894	PGCLC_enhancer	13.437	6.3245	7.027	16.17	8.281	9.756	15.9085	4.875	4.3135	7.006	0.726	0.8359	0.2051	0.86255	0.74525	0.24405	0.27735	0.2682	0.38565	0.36915	0.5085	0.13525	0.3484	0.2357	7.7845	81.02	83.72	20.149	3.9465	4.293
chr6	146719177	146720994	PGCLC_enhancer	20.6705	13.877	21.455	10.925	10.956	15.155	8.2935	6.471	14.99	3.345	1.2764	5.9415	0.3734	0.7998	0.64705	0.55835	2.024	1.4545	1.342	1.7255	1.2465	3.934	2.21495	0.7072	10.629	47.255	41.47	17.901	18.6495	39.215
chr2	25377427	25382516	PGCLC_enhancer	10.998	4.4175	2.6235	11.3165	7.2215	4.1385	11.4675	3.376	3.5835	5.861	0.4179	0.3831	0.28945	0.5059	0.8109	0.4074	0.8994	1.23155	0.12414	0.8483	0.3817	0.328	0.2745	0.23575	17.09655	70.68	93.385	24.775	3.362	3.366
chr5	115315495	115319844	PGCLC_enhancer	13.4435	8.942	8.95	12.049	15.145	12.6055	16.33	11.831	10.3255	5.8105	2.2115	1.872	0.39035	0.6386	0.76295	0.6146	1.09795	0.524	0.31855	0.90205	1.3025	0.186	0.3083	0.76685	1.192	54.115	57.595	30.69	17.595	8.2675
chrX	153280873	153285698	PGCLC_enhancer	5.697	1.87645	1.7184	16.06	2.453	1.1732	14.66	1.673	0.8919	9.3105	0.73745	0.3135	0.2593	0.59785	0.59515	0.2052	0.33365	0.42545	0.137935	0.211135	0.5162	0.24685	0.3799	0.1989	9.6255	85.535	93.155	13.1335	3.188	1.6755
chr1	75227654	75228090	PGCLC_enhancer	14.6885	9.397	11.724	8.268	9.4995	9.1815	15.6595	10.6045	13.2075	12.122	3.7699	4.3307	0.23335	0.28835	0.57635	0.2167	0.41635	0.56005	0.4389	0.273185	0.4637	0.4281	0.3854	0.2762235	3.59465	53.585	88.34	19.033	10.3635	10.42
chr9	48989384	48992959	PGCLC_enhancer	9.937	7.0819	4.843	9.0645	6.6525	5.159	8.4825	4.46	2.70385	3.65	1.3182	0.7366	0.3017	1.06725	1.01785	0.3028	0.5536	1.2845	0.68345	1.12025	0.9203	0.43965	0.3421	0.54585	20.148	67.79	87.635	19.618	11.247	5.877
chr16	48314476	48315677	PGCLC_enhancer	6.446	2.74615	2.7894	7.618	3.747	3.974	9.8715	1.4397	1.2374	4.5075	0.2612	0.6313	0.7686	0.81775	1.373	0.40345	1.3841	1.5185	0.73675	1.1289	1.6575	0.0744	0.68025	0.5193	15.3515	88.505	91.065	12.906	4.5815	3.435
chr1	164453008	164454355	PGCLC_enhancer	26.859	28.503	29.07	7.302	9.0505	7.6555	29.165	35.845	33.095	28.555	36.385	41.275	0.1876	0.5242	0.75335	0.96375	0.5431	1.4217	2.304	1.8303	0.65485	1.11115	2.9015	0.85885	1.045	21.455	21.705	15.03	25.345	27.31
chr11	101616672	101621236	PGCLC_enhancer	4.793	4.4615	3.444	6.63	3.9305	2.409	2.558	1.29935	1.3282	0.6571	0.5572	0.4876	0.29515	0.8462	0.8293	0.3287	0.182	0.5897	1.1797	0.83485	1.0915	0.2942	0.38535	0.6409	17.4855	75.19	84.33	4.826	3.497	2.201
chr6	122719164	122719587	PGCLC_enhancer	21.1565	19.4775	24.0015	9.6075	9.0175	6.925	15.695	19.28	24.28	10.4945	18.269	22.67	0.4752	0.7516	0.7934	0.24405	0.73775	0.8852	0.8821	1.01725	0.86235	3.7557	2.14015	1.4511	1.36775	31.435	29.272	13.7255	18.705	13.805
chr6	120920853	120924092	PGCLC_enhancer	6.0245	2.13155	1.6419	8.919	1.547	1.4835	6.4605	0.7	0.5035	2.49	0.10445	0.48935	0.37665	0.67565	0.8317	0.40595	0.2724	0.90215	0.6013	0.403	1.194	0.31045	0.40035	0.47145	23.355	73.92	92.525	4.4255	1.7105	1.265
chr16	48296499	48299077	PGCLC_enhancer	3.31375	1.9263	2.8651	7.568	1.888	3.499	4.637	1.0387	1.27625	1.6555	0.2795	0.4362	0.3371	1.1325	0.8034	0.29885	0.66555	0.5552	1.403	0.3864	0.43305	0.1488	0.08258	0.36465	32.505	75.29	94.53	2.7405	1.15175	1.8745
chr16	21833882	21837301	PGCLC_enhancer	17.6925	11.1725	15.934	19.34	21.675	17.13	20.23	13.855	20.025	6.755	2.42	4.171	0.27105	0.8592	0.62465	0.2964	0.6148	0.42275	0.81825	1.027	1.528	0.2942	0.3854	0.9208	0.8006	60.255	34.84	24.485	13.32	17.43
chr16	38442663	38447739	PGCLC_enhancer	6.1815	2.824	1.90415	11.315	2.334	2.0635	6.8345	1.19	0.87075	2.4845	0.49625	0.69485	0.2489	0.468	0.59045	0.42435	0.17645	0.3231	0.2759	0.169535	0.15515	0.5093	0.216305	0.163515	18.83	85.05	96.15	6.617	2.195	2.1745
chr8	44958314	44965272	PGCLC_enhancer	6.3695	1.93885	1.32225	13.33	2.365	1.441	9.093	0.8327	0.6683	3.014	0.35785	0.31345	0.4224	1.4305	1.0565	0.40345	0.78085	0.58485	0.2759	0.8336	1.0855	0.2198	0.3028	0.41105	3.5145	59.29	92.22	12.33	0.93085	1.3205
chr6	143107227	143110208	PGCLC_enhancer	8.817	2.13785	2.04255	10.537	2.964	2.63	6.0045	1.15705	0.6652	2.5075	0.36565	0.2612	0.3762	1.06495	0.99255	1.2594	1.0946	2.0935	0.51105	0.8451	0.95785	0.1826	0.8158	0.74915	11.00675	78.19	96.595	16.745	1.5295	2.1195
chr2	164452142	164452975	PGCLC_enhancer	13.2175	3.348	2.4545	14.785	2.0275	0.84145	13.82	0.7528	0.5145	7.064	0.6329	0.45278	0.36535	1.045	1.08045	0.3835	0.39755	1.05695	1.6295	1.2168	1.179	4.0705	11.63	19.96	6.249	73.925	89.315	10.245	0.51305	0.76025
chr6	122470535	122472531	PGCLC_enhancer	13.524	6.851	3.4675	5.4735	5.198	1.438	25.55	4.92	1.1138	36.88	2.57	0.5137	0.1815	0.612	0.39875	0.6211	0.4163	0.3102	0.3731	0.30385	0.3451	0.4295	0.2603	0.32415	1.744	66.235	85.375	26.705	11.042	3.7065
chr6	40348601	40352180	PGCLC_enhancer	15.637	6.2635	2.72115	10.529	7.7995	3.628	13.405	4.979	2.3609	4.351	1.09525	0.26125	0.5049	1.1045	1.3245	0.8238	0.6402	0.80715	0.5399	1.838	1.33615	0.229285	0.5112	0.67695	5.3597	73.195	96.445	29.32	3.0565	1.7925
chr11	88377094	88382284	PGCLC_enhancer	3.32605	2.0261	2.4634	8.347	4.164	4.0555	4.8845	1.2976	2.189	1.782	0.82545	0.5729	0.3371	0.53085	0.8348	0.3561	0.64515	0.69255	0.95815	0.8961	0.35575	0.235375	0.43255	0.3978	9.236	70.185	95	6.8985	4.4795	4.072
